state_code,zip_code,city,name,is_acquired_numerical,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_acquired
NC,27606,Raleigh,Inlet Technologies,1,1/1/2003,,7/26/2005,9/8/2008,2.5671,5.6904,2.0027,2.0027,3,3,22400000,1,network_hosting,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3.6667,acquired
NY,10011,New York,ShopWiki,1,6/1/2005,,7/1/2006,7/1/2006,1.0822,1.0822,6.0027,6.0027,12,1,6250000,1,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,acquired
NY,10001,New York,Fondu,1,2/1/2010,,11/1/2011,11/1/2011,1.7479,1.7479,1.0,2.1096,4,1,575000,2,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,acquired
MA,2143,Somerville,Loudcaster,0,8/1/2009,1/1/2012,8/1/2009,3/1/2010,0.0,0.5808,0.0,0.0,1,2,53000,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,closed
CA,94065,Redwood City,TwoFish,1,1/1/2006,,12/1/2006,10/10/2008,0.9151,2.7753,3.0027,3.6466,6,2,9500000,2,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2.5,acquired
TX,78701,Austin,Workstreamer,0,10/1/2009,6/1/2013,1/1/2009,7/27/2010,-0.7479,0.8192,-1.7507,0.2521,7,2,3500000,2,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.0,closed
NY,10003,New York,Qwiki,1,10/1/2009,,7/10/2010,3/31/2011,0.7726,1.4959,-0.5863,3.7534,14,3,10500000,3,photo_video,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6.3333,acquired
CA,94538,Fremont,Redwood Systems,1,1/1/2008,,10/3/2008,5/30/2012,0.7562,4.4137,2.7836,4.0027,14,4,34250000,2,cleantech,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.25,acquired
MA,2451,Waltham,Artisan Pharma,1,1/1/2006,,9/6/2006,7/20/2010,0.6795,4.5507,,,2,5,85381111,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4.6667,acquired
MD,21093,Timonium,Bill Me Later,1,1/1/2000,,3/1/2006,12/1/2007,6.1671,7.9205,8.0055,11.2548,6,3,100000000,3,web,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.5,acquired
PA,15213,Pittsburgh,Bueda,0,1/4/2009,6/1/2013,1/1/2008,7/1/2010,-1.011,1.4877,0.4055,1.3205,3,2,125000,2,advertising,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.0,closed
VA,20191,Reston,Defywire,0,1/1/2003,5/1/2008,4/26/2005,3/27/2007,2.3178,4.2356,-0.3342,-0.3342,2,2,10600000,1,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,closed
CA,94538,Fremont,Silicon Clocks,1,1/1/2004,,6/2/2006,6/8/2009,2.4192,5.4384,2.0027,2.0027,2,3,26100000,1,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.5,acquired
NY,10019,New York,TheMarkets,1,1/1/2000,,7/12/2007,7/12/2007,7.5315,7.5315,10.7342,10.7342,2,1,30000000,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,acquired
IL,60606,Chicago,Netgamix Inc,0,9/24/2010,4/3/2012,10/15/2011,7/1/2012,1.0575,1.7699,1.0301,1.1123,6,3,132885,2,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,closed
CA,95054,Santa Clara,Sentrigo,1,10/1/2006,,5/8/2007,12/21/2010,0.6,4.2247,-0.7479,4.4767,9,3,9500000,2,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.0,acquired
CA,94303,Palo Alto,Netli,1,1/1/2000,,2/13/2006,2/13/2006,6.1233,6.1233,6.0055,6.0055,9,1,18000000,1,network_hosting,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7.0,acquired
OH,45202,Cincinnati,Define My Style,0,2/1/2010,1/1/2012,12/2/2011,12/2/2011,1.8329,1.8329,1.7479,1.7479,4,1,690000,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,closed
GA,30305,Atlanta,Firethorn,1,1/1/2001,,3/1/2006,1/2/2007,5.1644,6.0055,,,1,3,25131611,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0,acquired
CA,95134,San Jose,Wellcore,0,1/1/2007,7/1/2013,7/12/2010,7/12/2010,3.5288,3.5288,,,1,1,2000000,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,closed
MA,2142,Cambridge,Taligen Therapeutics,1,1/1/2004,,8/1/2005,8/23/2010,1.5836,6.6466,5.0055,7.0877,4,3,78750000,2,biotech,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3.5,acquired
CA,94403,San Mateo,Adap.tv,1,11/1/2006,,2/1/2007,3/28/2011,0.2521,4.4055,3.3151,6.7918,27,5,48500000,3,advertising,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,2.5,acquired
CA,94107,San Francisco,Current Media,0,1/1/2005,8/20/2013,7/29/2005,7/29/2005,0.5726,0.5726,5.1671,8.0082,12,1,15000000,2,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,closed
CA,95008,Campbell,ParAccel,1,1/1/2007,,12/10/2007,4/25/2012,0.9397,5.3178,,,13,5,74000000,0,analytics,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,5.3333,acquired
CA,94107-4132,San Francisco,Arch Rock Corporation,1,1/1/2005,,10/1/2005,5/2/2007,0.7479,2.3315,2.0,2.0,6,2,15000000,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,acquired
NY,10014,New York,SpiralFrog,0,1/1/2004,3/20/2009,1/1/2006,12/1/2007,2.0027,3.9178,3.0027,5.2192,8,3,45000000,3,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,closed
CA,95054,Santa Clara,Plusmo,1,6/1/2006,,5/1/2008,5/1/2008,1.9178,1.9178,2.0027,2.0027,4,1,4410000,1,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,acquired
VA,20166,Sterling,ZipList,1,1/1/2010,,1/1/2010,11/24/2010,0.0,0.8959,2.0,2.6767,9,2,4500000,2,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,acquired
CA,94105,San Francisco,Involver,1,1/1/2007,,9/2/2008,10/14/2010,1.6712,3.7863,4.6685,5.6849,11,3,11040000,2,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,acquired
CA,94107,San Francisco,Lionside,1,1/1/2009,,11/19/2010,11/19/2010,1.8822,1.8822,1.3288,2.9479,6,1,1600000,2,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,acquired
NY,10011,New York,Game Trust,1,1/1/2002,,6/1/2005,11/15/2005,3.4164,3.874,7.7534,7.7534,3,2,9000000,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,acquired
CA,94403,San Mateo,Nearbuy Systems,1,4/1/2010,,7/21/2011,11/23/2012,1.3041,2.6493,0.0,3.6767,4,3,3282327,2,analytics,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,acquired
CA,94404,Foster City,Visible Path,1,1/1/2002,,3/1/2006,3/1/2006,4.1644,4.1644,5.5836,11.3918,5,2,24700000,5,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,acquired
GA,30308,Atlanta,VT Silicon,0,1/1/2002,9/20/2010,9/12/2007,11/19/2008,5.6986,6.8877,,,2,2,8800000,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,closed
CA,90025,Los Angeles,GetBack,0,9/1/2007,11/22/2010,11/6/2008,11/6/2008,1.1836,1.1836,0.9178,0.9178,1,1,1700000,1,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,closed
CA,94609,Oakland,Slipstream,0,6/1/2010,5/1/2013,8/31/2010,8/31/2010,0.2493,0.2493,0.0,0.7781,1,1,20000,2,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,closed
CA,94538,Fremont,HipLogic,1,1/1/2005,,2/8/2008,12/2/2009,3.1041,4.9205,5.0027,8.3534,10,2,11500000,5,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,acquired
CA,94954,Petaluma,Dilithium Networks,0,1/1/2001,10/1/2012,4/23/2003,6/3/2010,2.3068,9.4247,4.4986,11.4164,12,7,98170000,3,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,5.2,closed
CA,94107,San Francisco,Yobongo,1,1/1/2010,,3/23/2011,3/23/2011,1.2219,1.2219,0.7479,2.6849,2,1,1350000,3,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.0,acquired
IL,60601,Chicago,Brickfish,1,11/1/2005,,7/16/2010,7/16/2010,4.7068,4.7068,2.989,6.863,17,1,940261,2,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,acquired
MA,2109,Boston,MyEnergy,1,6/4/2007,,2/1/2009,2/3/2011,1.6658,3.6712,3.6658,3.6712,12,2,4000000,3,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,acquired
CA,94085,Sunnyvale,LikeList,0,1/1/2008,12/6/2012,12/15/2009,12/15/2009,1.9562,1.9562,1.0027,1.0027,5,1,5000000,1,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,closed
VA,22201,Arlington,Social Collective,0,4/17/2009,3/6/2012,4/18/2009,4/18/2009,0.0027,0.0027,0.5836,0.5836,3,1,20000,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,closed
WA,98101,Seattle,Pure Networks,1,1/1/2002,,1/11/2006,1/11/2006,4.0301,4.0301,3.0027,3.0027,5,1,12500000,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,acquired
CO,80112,Centennial,Internet Pawn,0,1/1/2009,3/1/2013,5/5/2010,8/27/2013,1.3397,4.6548,1.3589,1.3753,0,5,7228704,2,finance,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.0,closed
IL,60631,Chicago,NeuroTherapeutics Pharma,0,1/1/2006,6/1/2013,5/20/2010,12/15/2011,4.3836,5.9562,5.4986,5.4986,5,2,55000000,1,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4.0,closed
CA,94404,San Mateo,Provade,1,1/1/2004,,1/23/2006,8/11/2010,2.063,6.6137,,,5,4,15180000,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1.0,acquired
CA,95134,San Jose,Infineta Systems,0,1/1/2008,1/1/2012,5/7/2010,6/6/2011,2.3479,3.4301,2.3562,4.0027,4,2,30000000,2,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,closed
TX,78701,Austin,Challenge Games,1,1/1/2006,,7/10/2008,9/1/2008,2.5233,2.6685,3.0027,4.4247,11,2,14500000,3,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.5,acquired
CA,94114,San Francisco,Crowd Factory,1,1/1/2009,,1/26/2011,1/26/2011,2.0685,2.0685,2.5808,4.3671,6,1,6500000,3,advertising,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0,acquired
TN,38103-4717,Memphis,Friendsignia,0,1/29/2012,6/1/2013,1/29/2012,1/29/2012,0.0,0.0,0.0,0.0,2,1,15000,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,closed
NY,10013,New York,Vizibility,1,7/1/2009,,3/24/2010,2/6/2013,0.7288,3.6055,1.589,4.1041,5,5,4705910,3,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.0,acquired
CA,94010-4031,Burlingame,OpenFeint,1,1/1/2008,,10/21/2010,10/21/2010,2.8055,2.8055,3.0027,4.6493,6,1,3000000,2,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,acquired
NY,10016,New York,Tumblr,1,2/1/2007,,10/31/2007,1/1/2012,0.7452,4.9178,3.0438,6.8411,30,6,125250000,5,web,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3.5,acquired
NY,10013,New York,Hotlist,0,1/1/2008,5/1/2013,5/1/2008,1/1/2012,0.3315,4.0027,2.3644,3.6685,8,4,1449998,3,social,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0,closed
MA,2139,Cambridge,Crashlytics,1,2/1/2011,,10/13/2011,4/10/2012,0.6959,1.189,0.6629999999999999,2.6247,5,2,6000000,3,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6.0,acquired
MN,55441,Plymouth,BridgePoint Medical,1,1/1/2005,,1/23/2007,3/25/2011,2.0603,6.2301,,,7,3,28200000,0,medical,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3.0,acquired
CA,94104,San Francisco,Recurve,1,8/1/2005,,9/23/2008,6/17/2010,3.1479,4.8795,5.0027,5.0027,5,2,14000000,1,software,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,acquired
TX,78730,Austin,Conformity,0,7/1/2007,1/1/2009,1/28/2009,1/28/2009,1.5808,1.5808,2.2521,2.5342,14,1,3000000,2,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,closed
WA,98104,Seattle,Moprise,0,1/1/2010,7/1/2013,7/8/2011,10/7/2011,1.5151,1.7644,0.7479,0.7479,6,2,2238055,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.0,closed
CA,94108,San Francisco,Plizy,0,9/1/2010,6/1/2013,5/19/2011,12/13/2012,0.7123,2.2849,1.9507,2.2822,5,2,5200000,2,photo_video,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,closed
PA,19428,Conshohocken,ShopRunner,1,1/1/2010,,8/19/2013,8/19/2013,3.6329,3.6329,1.1479,3.7781,4,1,75000000,4,ecommerce,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,acquired
MA,2494,Needham,RatePoint,0,9/1/2006,2/2/2012,1/29/2007,8/20/2010,0.411,3.9699,4.2521,5.7671,13,4,24500000,4,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,closed
CA,92660,Newport Beach,Digital Performance,0,1/1/2002,10/1/2012,11/27/2006,2/5/2010,4.9068,8.1014,,,3,3,4476171,0,advertising,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2.0,closed
TX,78701,Austin,Gowalla,1,8/28/2007,,2/27/2008,1/28/2010,0.5014,2.4219,2.8192,5.8849,21,3,10400001,3,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.0,acquired
CO,80501,Longmont,Copan Systems,1,1/1/2002,,3/8/2006,2/17/2009,4.1836,7.1342,5.0027,5.0027,8,3,68400000,1,network_hosting,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,6.5,acquired
CA,94063,Redwood City,Replay Solutions,1,1/1/2004,,12/5/2006,8/18/2008,2.9288,4.6329,,,13,2,15200000,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,acquired
NY,10012,New York,Turf Geography Club,0,1/1/2011,2/1/2013,8/15/2011,8/2/2012,0.6192,1.5863,,,2,2,890000,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,closed
CA,94108,San Francisco,skyrockit,0,1/1/2001,4/1/2012,7/12/2011,7/12/2011,10.5315,10.5315,,,0,1,2600000,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,closed
IL,60563,Naperville,Cartavi,1,1/1/2009,,11/13/2012,11/13/2012,3.8685,3.8685,3.8301,4.0877,7,1,1226270,2,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,acquired
CA,91101,Pasadena,Cramster,1,1/1/2002,,9/25/2008,4/14/2010,6.737,8.2877,6.7534,6.7534,5,2,9000000,1,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,acquired
CA,95128,San Jose,Certify Data Systems,1,1/1/2004,,8/25/2008,2/15/2012,4.6521,8.1288,6.0055,6.0055,4,4,7210210,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1.0,acquired
CA,94103,San Francisco,Wheelz,1,1/1/2011,,9/28/2011,2/22/2012,0.7397,1.1425,0.5808,0.5808,15,2,15700000,1,automotive,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,acquired
MA,2451,Waltham,CentrePath,1,1/1/2000,,9/6/2005,4/24/2006,5.6849,6.3151,5.0055,5.0055,4,2,15050000,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,acquired
CA,94111,San Francisco,VoxPop Network Corporation,1,8/1/2006,,5/1/2007,5/1/2009,0.7479,2.7507,1.5836,4.5315,5,2,3500000,2,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.0,acquired
CA,95035,Milpitas,OpVista,0,1/1/2000,8/1/2009,6/22/2006,5/7/2007,6.4767,7.3507,5.0055,5.0055,2,2,43000000,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,closed
CA,94105,San Francisco,Metaweb Technologies,1,1/1/2005,,3/1/2006,1/15/2008,1.1616,3.0384,3.2658,5.5397,7,2,57000000,2,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5,acquired
CA,94105,San Francisco,DocVerse,1,9/1/2007,,7/23/2008,7/23/2008,0.8932,0.8932,0.8329,4.2137,8,1,1300000,4,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,acquired
CA,92121,San Diego,Veoh,1,1/1/2004,,7/1/2005,6/3/2008,1.4986,4.4247,4.0877,9.737,15,4,69750000,4,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,5.0,acquired
MA,2118,Boston,BzzAgent,1,1/1/2001,,1/1/2004,1/1/2006,3.0,5.0027,9.6247,10.3945,16,2,14500000,2,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2.0,acquired
CA,94043,Mountain View,Hammerhead Systems,0,1/1/2002,3/23/2009,1/31/2006,8/1/2007,4.0849,5.5836,,,2,2,48000000,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.0,closed
PA,15218,Pittsburgh,ThermalTherapeuticSystems,0,6/1/2006,3/13/2013,12/1/2009,11/9/2011,3.5041,5.4438,,,3,2,3508462,0,medical,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.0,closed
CA,94404,San Mateo,GuardianEdge Technologies,1,1/1/2002,,6/6/2005,7/23/2007,3.4301,5.5589,7.8384,7.8384,10,3,19500000,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,acquired
CA,90405,Santa Monica,Gradient X,1,1/1/2012,,6/20/2012,6/20/2012,0.4685,0.4685,1.1041,1.6795,5,1,3750000,3,mobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,acquired
IL,60555,Warrenville,ezzai - how to arabia,0,8/1/2010,8/1/2011,8/1/2010,8/1/2010,0.0,0.0,,,1,1,45000000,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,closed
NC,27607,Raleigh,rPath,0,4/1/2005,5/1/2013,1/24/2006,10/22/2010,0.8164,5.5616,4.5562,7.9863,8,4,32500000,3,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.75,closed
PA,19312,Berwyn,Boomi,1,3/1/2000,,1/1/2002,7/1/2008,1.8384,8.3397,5.674,13.5562,4,2,4900000,5,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1.5,acquired
CA,94086,Sunnyvale,VoloMedia,0,1/1/2005,2/3/2011,4/20/2007,3/18/2008,2.2986,3.2110000000000003,3.5945,4.5753,4,2,12000000,3,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.0,closed
CA,94103,San Francisco,Flixster,1,1/20/2006,,2/1/2006,4/4/2008,0.0329,2.2055,4.5151,6.9123,12,3,7175000,6,web,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.6667,acquired
CA,94104,San Francisco,Wesabe,0,12/1/2005,6/30/2010,2/1/2007,6/1/2007,1.1699,1.4986,0.0849,5.3863,3,2,4700000,4,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.5,closed
CA,95037,Morgan Hill,OfferLounge,0,1/1/2008,5/1/2010,1/1/2008,1/1/2008,0.0,0.0,,,3,1,120000,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,closed
CA,94041,Mountain View,NeoEdge Networks,1,5/2/2002,,6/8/2007,12/20/2010,5.1041,8.6411,5.6712,6.8986,10,3,10000000,2,advertising,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.6667,acquired
TX,78729,Austin,SemiSouth Laboratories,0,7/1/2000,6/1/2013,6/14/2005,10/22/2010,4.9562,10.3151,,,0,4,39000000,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.0,closed
MA,01752-4603,Marlborough,Camiant,1,1/1/2003,,3/29/2005,1/11/2007,2.2411,4.0301,,,3,2,16100000,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,acquired
CA,94115,San Francisco,NuConomy,1,1/1/2006,,4/1/2007,2/1/2008,1.2466,2.0849,2.4986,5.3233,4,2,3300000,3,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2.0,acquired
CA,94110,San Francisco,Flowtown,1,2/1/2009,,8/25/2010,8/25/2010,1.5616,1.5616,1.2438,1.7726,6,1,750000,3,analytics,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9.0,acquired
GA,30308,Atlanta,GlobalCrypto,0,6/1/2006,7/6/2012,11/11/2008,11/11/2008,2.4493,2.4493,,,0,2,1000000,0,software,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,closed
NY,10154,New York,Bioenvision,0,1/1/1996,8/13/2009,4/30/2007,4/30/2007,11.3342,11.3342,,,3,1,7410000,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.0,closed
CA,95134,San Jose,Teranetics,1,1/1/2000,,11/21/2006,5/27/2010,6.8932,10.4082,,,5,3,52800000,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5.3333,acquired
CA,90094,Playa Vista,WebVisible,0,1/1/2001,10/1/2011,9/1/2005,2/11/2010,4.6685,9.1178,9.7534,12.8027,33,3,37000000,4,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.3333,closed
CA,94111,San Francisco,GoodGuide,1,12/1/2007,,1/19/2009,8/26/2011,1.137,3.737,2.463,3.2164,14,3,14229998,3,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,acquired
CA,95014,Cupertino,ViVu,1,1/1/2009,,9/21/2009,6/9/2011,0.7205,2.4356,0.7671,2.7918,7,2,3000000,2,messaging,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,acquired
NY,10013,New York,avVenta,1,1/1/2005,,1/14/2009,1/14/2009,4.0384,4.0384,6.0027,6.0027,10,1,20000000,1,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,acquired
RI,2906,Providence,DiJiPOP,1,11/1/2008,,8/1/2009,12/6/2010,0.7479,2.0959,1.6548,2.0959,6,2,2000000,3,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.5,acquired
DC,20005,Washington,Layer 7 Technologies,1,1/1/2003,,10/26/2006,2/2/2009,3.8192,6.0932,9.0055,9.7726,3,2,19900000,2,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.0,acquired
CA,94107,San Francisco,DeliveryEdge,0,9/1/2006,4/1/2009,12/1/2007,12/1/2007,1.2493,1.2493,2.589,2.589,6,1,1500000,1,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,closed
CA,94105,San Francisco,Solmentum,0,7/1/2009,11/9/2011,7/1/2009,7/1/2009,0.0,0.0,1.2521,1.2521,4,1,325000,1,cleantech,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.0,closed
CA,94105,San Francisco,Pipewise,0,9/1/2010,10/1/2012,2/17/2011,2/17/2011,0.463,0.463,1.2795,1.8192,16,1,3500000,2,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,closed
WA,98104,Seattle,GridNetworks,0,1/1/2004,8/17/2012,1/1/2006,5/20/2008,2.0027,4.3863,1.5836,4.1918,7,4,30000000,2,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2.0,closed
CA,94043-1107,Mountain View,MAP Pharmaceuticals,1,1/1/2003,,3/28/2007,3/28/2007,4.2384,4.2384,,,1,1,50000000,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.0,acquired
NY,10016,New York,"ORCA, Inc.",1,1/1/2008,,6/21/2009,6/21/2009,1.4712,1.4712,1.0027,1.4712,5,1,2000000,2,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0,acquired
CA,94065,Redwood City,Amobee,1,5/1/2005,,11/1/2006,3/1/2011,1.5041,5.8356,6.1699,8.3534,25,6,72000000,2,advertising,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,2.3333,acquired
CA,91754,Monterey Park,KOTURA,1,1/1/2004,,9/7/2005,11/5/2009,1.6849,5.8493,8.4219,8.4219,4,3,27690547,1,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4.5,acquired
TX,75023,Plano,Auvitek International,0,3/1/2004,2/20/2011,5/9/2006,5/9/2006,2.189,2.189,,,32,1,9000000,0,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,closed
CA,94041,Mountain View,Outright,1,6/1/2008,,11/1/2008,11/18/2009,0.4192,1.4658,3.1315,4.137,12,2,7500000,3,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.5,acquired
TX,78701,Austin,Phurnace Software,1,1/1/2007,,9/11/2007,7/1/2008,0.6932,1.4986,3.4164,3.4164,9,2,10000000,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,acquired
CA,91105,Pasadena,FastSoft,1,1/1/2006,,6/11/2007,9/4/2012,1.4411,6.6795,2.0,2.0,7,4,5965000,1,software,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,acquired
CA,94538,Fremont,GrandCentral,1,4/1/2006,,1/1/2006,1/1/2006,-0.2466,-0.2466,-0.4082,7.4548,9,1,4000000,4,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,acquired
